facility_name,periodo_pre,periodo_pos,delta_area_construida_ha,delta_vegetacao,delta_construcao,delta_agua,delta_estrada,impact_score
Ascenty_Vinhedo,pre,pos,28.4133333333334,-0.44583333333332575,0.7275000000000027,-0.03583333333333272,1.302500000000002,0.943249999999999
