codigo_ibge,nome_municipio,uf,estado,mesorregiao,ano_populacao,populacao,ano_pib,pib
3301850,Guapimirim,RJ,Rio de Janeiro,Metropolitana do Rio de Janeiro,2026,54316,2023,1589983.0
3301876,Iguaba Grande,RJ,Rio de Janeiro,Baixadas,2026,29681,2023,814661.0
3301900,Itaboraí,RJ,Rio de Janeiro,Metropolitana do Rio de Janeiro,2026,240169,2023,6278393.0
3302007,Itaguaí,RJ,Rio de Janeiro,Metropolitana do Rio de Janeiro,2026,124040,2023,11383962.0
3302056,Italva,RJ,Rio de Janeiro,Noroeste Fluminense,2026,14510,2023,431493.0
3302106,Itaocara,RJ,Rio de Janeiro,Noroeste Fluminense,2026,23646,2023,756489.0
3302205,Itaperuna,RJ,Rio de Janeiro,Noroeste Fluminense,2026,107322,2023,4067637.0
3302254,Itatiaia,RJ,Rio de Janeiro,Sul Fluminense,2026,32721,2023,6988685.0
3302270,Japeri,RJ,Rio de Janeiro,Metropolitana do Rio de Janeiro,2026,102182,2023,1874798.0
3302304,Laje do Muriaé,RJ,Rio de Janeiro,Noroeste Fluminense,2026,7582,2023,208603.0
3302403,Macaé,RJ,Rio de Janeiro,Norte Fluminense,2026,264583,2023,22394860.0
3302452,Macuco,RJ,Rio de Janeiro,Centro Fluminense,2026,5603,2023,282626.0
3302502,Magé,RJ,Rio de Janeiro,Metropolitana do Rio de Janeiro,2026,244166,2023,5301411.0
3302601,Mangaratiba,RJ,Rio de Janeiro,Metropolitana do Rio de Janeiro,2026,43677,2023,3443660.0
3302700,Maricá,RJ,Rio de Janeiro,Metropolitana do Rio de Janeiro,2026,212703,2023,134092034.0
3302809,Mendes,RJ,Rio de Janeiro,Metropolitana do Rio de Janeiro,2026,18048,2023,444764.0
3302858,Mesquita,RJ,Rio de Janeiro,Metropolitana do Rio de Janeiro,2026,178780,2023,3029007.0
3302908,Miguel Pereira,RJ,Rio de Janeiro,Metropolitana do Rio de Janeiro,2026,28151,2023,847198.0
3303005,Miracema,RJ,Rio de Janeiro,Noroeste Fluminense,2026,28418,2023,742077.0
3303104,Natividade,RJ,Rio de Janeiro,Noroeste Fluminense,2026,15552,2023,408436.0
3303203,Nilópolis,RJ,Rio de Janeiro,Metropolitana do Rio de Janeiro,2026,155478,2023,3339769.0
3303302,Niterói,RJ,Rio de Janeiro,Metropolitana do Rio de Janeiro,2026,516820,2023,76268005.0
3303401,Nova Friburgo,RJ,Rio de Janeiro,Centro Fluminense,2026,203460,2023,7367567.0
3303500,Nova Iguaçu,RJ,Rio de Janeiro,Metropolitana do Rio de Janeiro,2026,843367,2023,20518624.0
3303609,Paracambi,RJ,Rio de Janeiro,Metropolitana do Rio de Janeiro,2026,43451,2023,1085489.0
3303708,Paraíba do Sul,RJ,Rio de Janeiro,Centro Fluminense,2026,44485,2023,1399157.0
3303807,Paraty,RJ,Rio de Janeiro,Sul Fluminense,2026,47694,2023,6324392.0
3303856,Paty do Alferes,RJ,Rio de Janeiro,Metropolitana do Rio de Janeiro,2026,31382,2023,862740.0
3303906,Petrópolis,RJ,Rio de Janeiro,Metropolitana do Rio de Janeiro,2026,294954,2023,19907335.0
3303955,Pinheiral,RJ,Rio de Janeiro,Sul Fluminense,2026,25102,2023,1187697.0
3304003,Piraí,RJ,Rio de Janeiro,Sul Fluminense,2026,29072,2023,3388747.0
3304102,Porciúncula,RJ,Rio de Janeiro,Noroeste Fluminense,2026,17833,2023,559253.0
3304110,Porto Real,RJ,Rio de Janeiro,Sul Fluminense,2026,21101,2023,3205582.0
3304128,Quatis,RJ,Rio de Janeiro,Sul Fluminense,2026,14168,2023,400781.0
3304144,Queimados,RJ,Rio de Janeiro,Metropolitana do Rio de Janeiro,2026,149155,2023,4938812.0
3304151,Quissamã,RJ,Rio de Janeiro,Norte Fluminense,2026,23149,2023,5669644.0
3304201,Resende,RJ,Rio de Janeiro,Sul Fluminense,2026,137739,2023,12267696.0
3304300,Rio Bonito,RJ,Rio de Janeiro,Metropolitana do Rio de Janeiro,2026,59147,2023,2038466.0
3304409,Rio Claro,RJ,Rio de Janeiro,Sul Fluminense,2026,17951,2023,577431.0
3304508,Rio das Flores,RJ,Rio de Janeiro,Sul Fluminense,2026,9269,2023,338695.0
3304524,Rio das Ostras,RJ,Rio de Janeiro,Baixadas,2026,168626,2023,10599898.0
3304557,Rio de Janeiro,RJ,Rio de Janeiro,Metropolitana do Rio de Janeiro,2026,6731133,2023,418462360.0
3304607,Santa Maria Madalena,RJ,Rio de Janeiro,Centro Fluminense,2026,10580,2023,275098.0
3304706,Santo Antônio de Pádua,RJ,Rio de Janeiro,Noroeste Fluminense,2026,43703,2023,1686337.0
3304755,São Francisco de Itabapoana,RJ,Rio de Janeiro,Norte Fluminense,2026,47411,2023,1481367.0
3304805,São Fidélis,RJ,Rio de Janeiro,Norte Fluminense,2026,41220,2023,985938.0
3304904,São Gonçalo,RJ,Rio de Janeiro,Metropolitana do Rio de Janeiro,2026,959977,2023,23063689.0
3305000,São João da Barra,RJ,Rio de Janeiro,Norte Fluminense,2026,38756,2023,13986152.0
3305109,São João de Meriti,RJ,Rio de Janeiro,Metropolitana do Rio de Janeiro,2026,466487,2023,11534047.0
3305133,São José de Ubá,RJ,Rio de Janeiro,Noroeste Fluminense,2026,7328,2023,232730.0
3305158,São José do Vale do Rio Preto,RJ,Rio de Janeiro,Metropolitana do Rio de Janeiro,2026,22775,2023,941645.0
3305208,São Pedro da Aldeia,RJ,Rio de Janeiro,Baixadas,2026,110735,2023,3359011.0
3305307,São Sebastião do Alto,RJ,Rio de Janeiro,Centro Fluminense,2026,7990,2023,272845.0
3305406,Sapucaia,RJ,Rio de Janeiro,Centro Fluminense,2026,18292,2023,1227721.0
3305505,Saquarema,RJ,Rio de Janeiro,Baixadas,2026,95355,2023,64701140.0
3305554,Seropédica,RJ,Rio de Janeiro,Metropolitana do Rio de Janeiro,2026,84821,2023,3760076.0
3305604,Silva Jardim,RJ,Rio de Janeiro,Baixadas,2026,22029,2023,705912.0
3305703,Sumidouro,RJ,Rio de Janeiro,Centro Fluminense,2026,15695,2023,733841.0
3305752,Tanguá,RJ,Rio de Janeiro,Metropolitana do Rio de Janeiro,2026,32868,2023,858815.0
3305802,Teresópolis,RJ,Rio de Janeiro,Metropolitana do Rio de Janeiro,2026,176772,2023,7104546.0
3305901,Trajano de Moraes,RJ,Rio de Janeiro,Centro Fluminense,2026,10654,2023,290439.0
3306008,Três Rios,RJ,Rio de Janeiro,Centro Fluminense,2026,82329,2023,6017636.0
3306107,Valença,RJ,Rio de Janeiro,Sul Fluminense,2026,71442,2023,3104489.0
3306156,Varre-Sai,RJ,Rio de Janeiro,Noroeste Fluminense,2026,10565,2023,407915.0
3306206,Vassouras,RJ,Rio de Janeiro,Metropolitana do Rio de Janeiro,2026,35908,2023,1472880.0
3306305,Volta Redonda,RJ,Rio de Janeiro,Sul Fluminense,2026,280006,2023,15307615.0
3500105,Adamantina,SP,São Paulo,Presidente Prudente,2026,35701,2023,1705895.0
3500204,Adolfo,SP,São Paulo,São José do Rio Preto,2026,4529,2023,215283.0
3500303,Aguaí,SP,São Paulo,Campinas,2026,32884,2023,1773843.0
3500402,Águas da Prata,SP,São Paulo,Campinas,2026,7457,2023,272359.0
3500501,Águas de Lindóia,SP,São Paulo,Campinas,2026,18277,2023,801115.0
3500550,Águas de Santa Bárbara,SP,São Paulo,Bauru,2026,7508,2023,375562.0
3500600,Águas de São Pedro,SP,São Paulo,Piracicaba,2026,2933,2023,185390.0
3500709,Agudos,SP,São Paulo,Bauru,2026,39084,2023,3415809.0
3500758,Alambari,SP,São Paulo,Itapetininga,2026,6411,2023,160252.0
3500808,Alfredo Marcondes,SP,São Paulo,Presidente Prudente,2026,4591,2023,158137.0
3500907,Altair,SP,São Paulo,São José do Rio Preto,2026,3456,2023,210529.0
3501004,Altinópolis,SP,São Paulo,Ribeirão Preto,2026,17234,2023,946538.0
3501103,Alto Alegre,SP,São Paulo,Araçatuba,2026,3866,2023,172396.0
3501152,Alumínio,SP,São Paulo,Macro Metropolitana Paulista,2026,17621,2023,3438994.0
3501202,Álvares Florence,SP,São Paulo,São José do Rio Preto,2026,3980,2023,175598.0
3501301,Álvares Machado,SP,São Paulo,Presidente Prudente,2026,28508,2023,859771.0
3501400,Álvaro de Carvalho,SP,São Paulo,Marília,2026,4906,2023,69377.0
3501509,Alvinlândia,SP,São Paulo,Marília,2026,2915,2023,82613.0
3501608,Americana,SP,São Paulo,Campinas,2026,248392,2023,17600566.0
3501707,Américo Brasiliense,SP,São Paulo,Araraquara,2026,33663,2023,1504962.0
3501806,Américo de Campos,SP,São Paulo,São José do Rio Preto,2026,5986,2023,175848.0
3501905,Amparo,SP,São Paulo,Campinas,2026,69859,2023,6698469.0
3502002,Analândia,SP,São Paulo,Araraquara,2026,4703,2023,266292.0
3502101,Andradina,SP,São Paulo,Araçatuba,2026,61761,2023,4464940.0
3502200,Angatuba,SP,São Paulo,Itapetininga,2026,24628,2023,1776475.0
3502309,Anhembi,SP,São Paulo,Bauru,2026,5767,2023,315144.0
3502408,Anhumas,SP,São Paulo,Presidente Prudente,2026,4126,2023,132376.0
3502507,Aparecida,SP,São Paulo,Vale do Paraíba Paulista,2026,33067,2023,1369699.0
3502606,Aparecida d'Oeste,SP,São Paulo,São José do Rio Preto,2026,4101,2023,225794.0
3502705,Apiaí,SP,São Paulo,Itapetininga,2026,24831,2023,1235626.0
3502754,Araçariguama,SP,São Paulo,Macro Metropolitana Paulista,2026,22448,2023,4832077.0
3502804,Araçatuba,SP,São Paulo,Araçatuba,2026,208987,2023,11457740.0
3502903,Araçoiaba da Serra,SP,São Paulo,Macro Metropolitana Paulista,2026,33989,2023,1523194.0
3503000,Aramina,SP,São Paulo,Ribeirão Preto,2026,5543,2023,219179.0
3503109,Arandu,SP,São Paulo,Bauru,2026,7099,2023,217238.0
3503158,Arapeí,SP,São Paulo,Vale do Paraíba Paulista,2026,2350,2023,53236.0
3503208,Araraquara,SP,São Paulo,Araraquara,2026,254508,2023,14689500.0
3503307,Araras,SP,São Paulo,Piracicaba,2026,136113,2023,10022873.0
3503356,Arco-Íris,SP,São Paulo,Marília,2026,2092,2023,136329.0
3503406,Arealva,SP,São Paulo,Bauru,2026,8299,2023,301110.0
3503505,Areias,SP,São Paulo,Vale do Paraíba Paulista,2026,3614,2023,75042.0
3503604,Areiópolis,SP,São Paulo,Bauru,2026,10229,2023,221707.0
3503703,Ariranha,SP,São Paulo,São José do Rio Preto,2026,7592,2023,1252002.0
3503802,Artur Nogueira,SP,São Paulo,Campinas,2026,53686,2023,2162833.0
3503901,Arujá,SP,São Paulo,Metropolitana de São Paulo,2026,90644,2023,10426127.0
3503950,Aspásia,SP,São Paulo,São José do Rio Preto,2026,1876,2023,65851.0
3504008,Assis,SP,São Paulo,Assis,2026,105051,2023,4682609.0
3504107,Atibaia,SP,São Paulo,Macro Metropolitana Paulista,2026,168162,2023,9426584.0
3504206,Auriflama,SP,São Paulo,São José do Rio Preto,2026,13841,2023,443572.0
3504305,Avaí,SP,São Paulo,Bauru,2026,4489,2023,500953.0
3504404,Avanhandava,SP,São Paulo,Araçatuba,2026,11435,2023,295755.0
3504503,Avaré,SP,São Paulo,Bauru,2026,96764,2023,4408538.0
3504602,Bady Bassitt,SP,São Paulo,São José do Rio Preto,2026,29738,2023,762195.0
3504701,Balbinos,SP,São Paulo,Bauru,2026,3975,2023,82895.0
3504800,Bálsamo,SP,São Paulo,São José do Rio Preto,2026,9946,2023,367871.0
3504909,Bananal,SP,São Paulo,Vale do Paraíba Paulista,2026,10089,2023,282444.0
3505005,Barão de Antonina,SP,São Paulo,Itapetininga,2026,3644,2023,80403.0
3505104,Barbosa,SP,São Paulo,Araçatuba,2026,5598,2023,186923.0
3505203,Bariri,SP,São Paulo,Bauru,2026,32406,2023,1863764.0
3505302,Barra Bonita,SP,São Paulo,Bauru,2026,35102,2023,2077901.0
3505351,Barra do Chapéu,SP,São Paulo,Itapetininga,2026,5252,2023,202870.0
3505401,Barra do Turvo,SP,São Paulo,Litoral Sul Paulista,2026,6868,2023,145159.0
3505500,Barretos,SP,São Paulo,Ribeirão Preto,2026,127276,2023,6715414.0
3505609,Barrinha,SP,São Paulo,Ribeirão Preto,2026,33414,2023,737580.0
3505708,Barueri,SP,São Paulo,Metropolitana de São Paulo,2026,336015,2023,71646710.0
3505807,Bastos,SP,São Paulo,Marília,2026,21968,2023,1596603.0
3505906,Batatais,SP,São Paulo,Ribeirão Preto,2026,59999,2023,3328690.0
3506003,Bauru,SP,São Paulo,Bauru,2026,394028,2023,20654759.0
3506102,Bebedouro,SP,São Paulo,Ribeirão Preto,2026,78298,2023,5343661.0
3506201,Bento de Abreu,SP,São Paulo,Araçatuba,2026,2638,2023,288020.0
3506300,Bernardino de Campos,SP,São Paulo,Assis,2026,11906,2023,605499.0
3506359,Bertioga,SP,São Paulo,Metropolitana de São Paulo,2026,67941,2023,2663550.0
3506409,Bilac,SP,São Paulo,Araçatuba,2026,7473,2023,307745.0
3506508,Birigui,SP,São Paulo,Araçatuba,2026,123655,2023,4866490.0
3506607,Biritiba Mirim,SP,São Paulo,Metropolitana de São Paulo,2026,30599,2023,1111541.0
3506706,Boa Esperança do Sul,SP,São Paulo,Araraquara,2026,13093,2023,633216.0
3506805,Bocaina,SP,São Paulo,Bauru,2026,11492,2023,381376.0
3506904,Bofete,SP,São Paulo,Bauru,2026,10735,2023,309773.0
3507001,Boituva,SP,São Paulo,Itapetininga,2026,64240,2023,4474130.0
3507100,Bom Jesus dos Perdões,SP,São Paulo,Macro Metropolitana Paulista,2026,22648,2023,1627411.0
3507159,Bom Sucesso de Itararé,SP,São Paulo,Itapetininga,2026,3609,2023,77487.0
3507209,Borá,SP,São Paulo,Assis,2026,935,2023,120962.0
3507308,Boracéia,SP,São Paulo,Bauru,2026,4852,2023,657535.0
3507407,Borborema,SP,São Paulo,Araraquara,2026,14396,2023,704921.0
3507456,Borebi,SP,São Paulo,Bauru,2026,2814,2023,118452.0
3507506,Botucatu,SP,São Paulo,Bauru,2026,151600,2023,7992148.0
3507605,Bragança Paulista,SP,São Paulo,Macro Metropolitana Paulista,2026,186631,2023,10443288.0
3507704,Braúna,SP,São Paulo,Araçatuba,2026,5487,2023,157855.0
3507753,Brejo Alegre,SP,São Paulo,Araçatuba,2026,2605,2023,90697.0
3507803,Brodowski,SP,São Paulo,Ribeirão Preto,2026,26446,2023,1210305.0
3507902,Brotas,SP,São Paulo,Piracicaba,2026,24571,2023,1555980.0
3508009,Buri,SP,São Paulo,Itapetininga,2026,20783,2023,907833.0
3508108,Buritama,SP,São Paulo,Araçatuba,2026,17712,2023,746204.0
3508207,Buritizal,SP,São Paulo,Ribeirão Preto,2026,4467,2023,305568.0
3508306,Cabrália Paulista,SP,São Paulo,Bauru,2026,4358,2023,177481.0
3508405,Cabreúva,SP,São Paulo,Macro Metropolitana Paulista,2026,48815,2023,7240981.0
3508504,Caçapava,SP,São Paulo,Vale do Paraíba Paulista,2026,100422,2023,6516271.0
3508603,Cachoeira Paulista,SP,São Paulo,Vale do Paraíba Paulista,2026,32579,2023,847786.0
3508702,Caconde,SP,São Paulo,Campinas,2026,17192,2023,554109.0
3508801,Cafelândia,SP,São Paulo,Bauru,2026,16908,2023,930635.0
3508900,Caiabu,SP,São Paulo,Presidente Prudente,2026,3715,2023,88015.0
3509007,Caieiras,SP,São Paulo,Metropolitana de São Paulo,2026,98810,2023,5507619.0
3509106,Caiuá,SP,São Paulo,Presidente Prudente,2026,5612,2023,111895.0
3509205,Cajamar,SP,São Paulo,Metropolitana de São Paulo,2026,99249,2023,28984602.0
3509254,Cajati,SP,São Paulo,Litoral Sul Paulista,2026,29267,2023,1987670.0
3509304,Cajobi,SP,São Paulo,São José do Rio Preto,2026,9191,2023,275001.0
3509403,Cajuru,SP,São Paulo,Ribeirão Preto,2026,24247,2023,1123799.0
3509452,Campina do Monte Alegre,SP,São Paulo,Itapetininga,2026,6101,2023,211436.0
3509502,Campinas,SP,São Paulo,Campinas,2026,1189761,2023,91968328.0
3509601,Campo Limpo Paulista,SP,São Paulo,Macro Metropolitana Paulista,2026,79890,2023,3233935.0
3509700,Campos do Jordão,SP,São Paulo,Vale do Paraíba Paulista,2026,47932,2023,1946799.0
3509809,Campos Novos Paulista,SP,São Paulo,Assis,2026,5013,2023,342295.0
3509908,Cananéia,SP,São Paulo,Litoral Sul Paulista,2026,12493,2023,330538.0
3509957,Canas,SP,São Paulo,Vale do Paraíba Paulista,2026,5084,2023,121017.0
3510005,Cândido Mota,SP,São Paulo,Assis,2026,30144,2023,2482755.0
3510104,Cândido Rodrigues,SP,São Paulo,Ribeirão Preto,2026,2966,2023,157951.0
3510153,Canitar,SP,São Paulo,Assis,2026,6647,2023,218328.0
3510203,Capão Bonito,SP,São Paulo,Itapetininga,2026,47415,2023,1668882.0
3510302,Capela do Alto,SP,São Paulo,Macro Metropolitana Paulista,2026,23939,2023,536048.0
3510401,Capivari,SP,São Paulo,Piracicaba,2026,51415,2023,3824460.0
3510500,Caraguatatuba,SP,São Paulo,Vale do Paraíba Paulista,2026,143291,2023,5822815.0
3510609,Carapicuíba,SP,São Paulo,Metropolitana de São Paulo,2026,398772,2023,8436817.0
3510708,Cardoso,SP,São Paulo,São José do Rio Preto,2026,11462,2023,440025.0
3510807,Casa Branca,SP,São Paulo,Campinas,2026,28773,2023,1494279.0
3510906,Cássia dos Coqueiros,SP,São Paulo,Ribeirão Preto,2026,2866,2023,306056.0
3511003,Castilho,SP,São Paulo,Araçatuba,2026,20545,2023,2275541.0
3511102,Catanduva,SP,São Paulo,São José do Rio Preto,2026,119368,2023,7029953.0
3511201,Catiguá,SP,São Paulo,São José do Rio Preto,2026,7097,2023,196946.0
3511300,Cedral,SP,São Paulo,São José do Rio Preto,2026,13454,2023,808870.0
3511409,Cerqueira César,SP,São Paulo,Bauru,2026,22329,2023,1400618.0
3511508,Cerquilho,SP,São Paulo,Itapetininga,2026,46547,2023,2891328.0
3511607,Cesário Lange,SP,São Paulo,Itapetininga,2026,19813,2023,1215884.0
3511706,Charqueada,SP,São Paulo,Piracicaba,2026,15827,2023,790607.0
3511904,Clementina,SP,São Paulo,Araçatuba,2026,7082,2023,254107.0
3512001,Colina,SP,São Paulo,Ribeirão Preto,2026,18914,2023,2052576.0
3512100,Colômbia,SP,São Paulo,Ribeirão Preto,2026,6822,2023,743433.0
3512209,Conchal,SP,São Paulo,Piracicaba,2026,29220,2023,1093664.0
3512308,Conchas,SP,São Paulo,Bauru,2026,15314,2023,551103.0
3512407,Cordeirópolis,SP,São Paulo,Piracicaba,2026,25390,2023,4167915.0
3512506,Coroados,SP,São Paulo,Araçatuba,2026,5509,2023,335405.0
3512605,Coronel Macedo,SP,São Paulo,Itapetininga,2026,4249,2023,165849.0
3512704,Corumbataí,SP,São Paulo,Piracicaba,2026,4305,2023,354604.0
3512803,Cosmópolis,SP,São Paulo,Campinas,2026,61196,2023,2313364.0
3512902,Cosmorama,SP,São Paulo,São José do Rio Preto,2026,9064,2023,878427.0
3513009,Cotia,SP,São Paulo,Metropolitana de São Paulo,2026,291704,2023,19060773.0
3513108,Cravinhos,SP,São Paulo,Ribeirão Preto,2026,34356,2023,2357353.0
3513207,Cristais Paulista,SP,São Paulo,Ribeirão Preto,2026,9651,2023,449171.0
3513306,Cruzália,SP,São Paulo,Assis,2026,2118,2023,218199.0
3513405,Cruzeiro,SP,São Paulo,Vale do Paraíba Paulista,2026,76381,2023,4281962.0
3513504,Cubatão,SP,São Paulo,Metropolitana de São Paulo,2026,114681,2023,27813388.0
3513603,Cunha,SP,São Paulo,Vale do Paraíba Paulista,2026,22467,2023,432941.0
3513702,Descalvado,SP,São Paulo,Araraquara,2026,32685,2023,2584483.0
3513801,Diadema,SP,São Paulo,Metropolitana de São Paulo,2026,403802,2023,21229085.0
3513850,Dirce Reis,SP,São Paulo,São José do Rio Preto,2026,1637,2023,99485.0
3513900,Divinolândia,SP,São Paulo,Campinas,2026,11296,2023,528584.0
3514007,Dobrada,SP,São Paulo,Araraquara,2026,9011,2023,213755.0
3514106,Dois Córregos,SP,São Paulo,Bauru,2026,24839,2023,1187097.0
3514205,Dolcinópolis,SP,São Paulo,São José do Rio Preto,2026,2257,2023,84390.0
3514304,Dourado,SP,São Paulo,Araraquara,2026,8154,2023,1178140.0
3514403,Dracena,SP,São Paulo,Presidente Prudente,2026,46800,2023,1855224.0
3514502,Duartina,SP,São Paulo,Bauru,2026,12534,2023,435780.0
3514601,Dumont,SP,São Paulo,Ribeirão Preto,2026,9804,2023,414002.0
3514700,Echaporã,SP,São Paulo,Marília,2026,6288,2023,187403.0
3514809,Eldorado,SP,São Paulo,Litoral Sul Paulista,2026,13062,2023,423995.0
3514908,Elias Fausto,SP,São Paulo,Campinas,2026,18226,2023,2159509.0
3514924,Elisiário,SP,São Paulo,São José do Rio Preto,2026,3191,2023,121971.0
3514957,Embaúba,SP,São Paulo,São José do Rio Preto,2026,2346,2023,93032.0
3515004,Embu das Artes,SP,São Paulo,Metropolitana de São Paulo,2026,260113,2023,17290650.0
3515103,Embu-Guaçu,SP,São Paulo,Metropolitana de São Paulo,2026,69041,2023,1742920.0
3515129,Emilianópolis,SP,São Paulo,Presidente Prudente,2026,3061,2023,97866.0
3515152,Engenheiro Coelho,SP,São Paulo,Campinas,2026,20377,2023,814390.0
3515186,Espírito Santo do Pinhal,SP,São Paulo,Campinas,2026,40547,2023,2715247.0
3515194,Espírito Santo do Turvo,SP,São Paulo,Assis,2026,4211,2023,181809.0
3515202,Estrela d'Oeste,SP,São Paulo,São José do Rio Preto,2026,9733,2023,1317163.0
3515301,Estrela do Norte,SP,São Paulo,Presidente Prudente,2026,2752,2023,69692.0
3515350,Euclides da Cunha Paulista,SP,São Paulo,Presidente Prudente,2026,7833,2023,162208.0
3515400,Fartura,SP,São Paulo,Assis,2026,17069,2023,566395.0
3515509,Fernandópolis,SP,São Paulo,São José do Rio Preto,2026,73706,2023,2790708.0
3515608,Fernando Prestes,SP,São Paulo,Ribeirão Preto,2026,6092,2023,281662.0
3515657,Fernão,SP,São Paulo,Marília,2026,1695,2023,102634.0
3515707,Ferraz de Vasconcelos,SP,São Paulo,Metropolitana de São Paulo,2026,186816,2023,5523981.0
3515806,Flora Rica,SP,São Paulo,Presidente Prudente,2026,1475,2023,65665.0
3515905,Floreal,SP,São Paulo,São José do Rio Preto,2026,2739,2023,131171.0
3516002,Flórida Paulista,SP,São Paulo,Presidente Prudente,2026,13179,2023,361684.0
3516101,Florínea,SP,São Paulo,Assis,2026,4053,2023,216161.0
3516200,Franca,SP,São Paulo,Ribeirão Preto,2026,366534,2023,14375667.0
3516309,Francisco Morato,SP,São Paulo,Metropolitana de São Paulo,2026,171806,2023,2237469.0
3516408,Franco da Rocha,SP,São Paulo,Metropolitana de São Paulo,2026,150648,2023,5438089.0
3516507,Gabriel Monteiro,SP,São Paulo,Araçatuba,2026,2815,2023,123956.0
3516606,Gália,SP,São Paulo,Marília,2026,6394,2023,220849.0
3516705,Garça,SP,São Paulo,Marília,2026,43051,2023,1893766.0
3516804,Gastão Vidigal,SP,São Paulo,São José do Rio Preto,2026,3175,2023,101942.0
3516853,Gavião Peixoto,SP,São Paulo,Araraquara,2026,4815,2023,1735633.0
3516903,General Salgado,SP,São Paulo,São José do Rio Preto,2026,10426,2023,348923.0
3517000,Getulina,SP,São Paulo,Bauru,2026,10321,2023,272841.0
3517109,Glicério,SP,São Paulo,Araçatuba,2026,4145,2023,188392.0
3517208,Guaiçara,SP,São Paulo,Bauru,2026,11496,2023,310852.0
3517307,Guaimbê,SP,São Paulo,Bauru,2026,5611,2023,593772.0
3517406,Guaíra,SP,São Paulo,Ribeirão Preto,2026,40547,2023,3233958.0
3517505,Guapiaçu,SP,São Paulo,São José do Rio Preto,2026,22562,2023,1134077.0
3517604,Guapiara,SP,São Paulo,Itapetininga,2026,17197,2023,585182.0
3517703,Guará,SP,São Paulo,Ribeirão Preto,2026,18711,2023,854715.0
3517802,Guaraçaí,SP,São Paulo,Araçatuba,2026,7423,2023,374454.0
3517901,Guaraci,SP,São Paulo,São José do Rio Preto,2026,10566,2023,660486.0
3518008,Guarani d'Oeste,SP,São Paulo,São José do Rio Preto,2026,1999,2023,48665.0
3518107,Guarantã,SP,São Paulo,Bauru,2026,6532,2023,312045.0
3518206,Guararapes,SP,São Paulo,Araçatuba,2026,31902,2023,1718488.0
3518305,Guararema,SP,São Paulo,Metropolitana de São Paulo,2026,32785,2023,2034663.0
3518404,Guaratinguetá,SP,São Paulo,Vale do Paraíba Paulista,2026,122100,2023,8369821.0
3518503,Guareí,SP,São Paulo,Itapetininga,2026,15299,2023,386201.0
3518602,Guariba,SP,São Paulo,Ribeirão Preto,2026,38740,2023,1517994.0
3518701,Guarujá,SP,São Paulo,Metropolitana de São Paulo,2026,294780,2023,11536359.0
3518800,Guarulhos,SP,São Paulo,Metropolitana de São Paulo,2026,1351284,2023,97557674.0
3518859,Guatapará,SP,São Paulo,Ribeirão Preto,2026,7485,2023,353798.0
3518909,Guzolândia,SP,São Paulo,São José do Rio Preto,2026,4243,2023,120156.0
3519006,Herculândia,SP,São Paulo,Marília,2026,9329,2023,552689.0
3519055,Holambra,SP,São Paulo,Campinas,2026,15832,2023,1806633.0
3519071,Hortolândia,SP,São Paulo,Campinas,2026,250195,2023,22163924.0
3519105,Iacanga,SP,São Paulo,Bauru,2026,10661,2023,687530.0
3519204,Iacri,SP,São Paulo,Marília,2026,6189,2023,372134.0
3519253,Iaras,SP,São Paulo,Bauru,2026,8362,2023,326007.0
3519303,Ibaté,SP,São Paulo,Araraquara,2026,33204,2023,1516837.0
3519402,Ibirá,SP,São Paulo,São José do Rio Preto,2026,11976,2023,418178.0
3519501,Ibirarema,SP,São Paulo,Assis,2026,6439,2023,331387.0
3519600,Ibitinga,SP,São Paulo,Araraquara,2026,62353,2023,2528835.0
3519709,Ibiúna,SP,São Paulo,Macro Metropolitana Paulista,2026,77936,2023,3023501.0
3519808,Icém,SP,São Paulo,São José do Rio Preto,2026,7992,2023,263932.0
3519907,Iepê,SP,São Paulo,Assis,2026,7739,2023,503732.0
3520004,Igaraçu do Tietê,SP,São Paulo,Bauru,2026,23414,2023,477976.0
3520103,Igarapava,SP,São Paulo,Ribeirão Preto,2026,26643,2023,1422122.0
3520202,Igaratá,SP,São Paulo,Vale do Paraíba Paulista,2026,11037,2023,353163.0
3520301,Iguape,SP,São Paulo,Litoral Sul Paulista,2026,29900,2023,1896850.0
3520400,Ilhabela,SP,São Paulo,Vale do Paraíba Paulista,2026,36766,2023,14830715.0
3520426,Ilha Comprida,SP,São Paulo,Litoral Sul Paulista,2026,14237,2023,2802536.0
3520442,Ilha Solteira,SP,São Paulo,Araçatuba,2026,26272,2023,917732.0
3520509,Indaiatuba,SP,São Paulo,Campinas,2026,271322,2023,28264863.0
3520608,Indiana,SP,São Paulo,Presidente Prudente,2026,5208,2023,99886.0
3520707,Indiaporã,SP,São Paulo,São José do Rio Preto,2026,4117,2023,167087.0
3520806,Inúbia Paulista,SP,São Paulo,Presidente Prudente,2026,3670,2023,176723.0
3520905,Ipaussu,SP,São Paulo,Assis,2026,13936,2023,678118.0
3521002,Iperó,SP,São Paulo,Macro Metropolitana Paulista,2026,38527,2023,1291003.0
3521101,Ipeúna,SP,São Paulo,Piracicaba,2026,7051,2023,1055776.0
3521150,Ipiguá,SP,São Paulo,São José do Rio Preto,2026,7184,2023,173091.0
3521200,Iporanga,SP,São Paulo,Itapetininga,2026,4075,2023,70829.0
3521309,Ipuã,SP,São Paulo,Ribeirão Preto,2026,14711,2023,589810.0
