codigo_ibge,nome_municipio,uf,estado,ano,populacao,pib
1100015,Alta Floresta D'Oeste,RO,Rondônia,2010,,262077.0
1100015,Alta Floresta D'Oeste,RO,Rondônia,2011,24228.0,280510.0
1100015,Alta Floresta D'Oeste,RO,Rondônia,2012,24069.0,329029.0
1100015,Alta Floresta D'Oeste,RO,Rondônia,2013,25728.0,341325.0
1100015,Alta Floresta D'Oeste,RO,Rondônia,2014,25652.0,377799.0
1100015,Alta Floresta D'Oeste,RO,Rondônia,2015,25578.0,421300.0
1100015,Alta Floresta D'Oeste,RO,Rondônia,2016,25506.0,478217.0
1100015,Alta Floresta D'Oeste,RO,Rondônia,2017,25437.0,485374.0
1100015,Alta Floresta D'Oeste,RO,Rondônia,2018,23167.0,498980.0
1100015,Alta Floresta D'Oeste,RO,Rondônia,2019,22945.0,495775.0
1100015,Alta Floresta D'Oeste,RO,Rondônia,2020,22728.0,570242.0
1100015,Alta Floresta D'Oeste,RO,Rondônia,2021,22516.0,734467.0
1100015,Alta Floresta D'Oeste,RO,Rondônia,2022,,919520.0
1100015,Alta Floresta D'Oeste,RO,Rondônia,2023,,1046343.0
1100015,Alta Floresta D'Oeste,RO,Rondônia,2024,22853.0,
1100015,Alta Floresta D'Oeste,RO,Rondônia,2025,22787.0,
1100015,Alta Floresta D'Oeste,RO,Rondônia,2026,22724.0,
1100023,Ariquemes,RO,Rondônia,2010,,1364694.0
1100023,Ariquemes,RO,Rondônia,2011,91570.0,1651885.0
1100023,Ariquemes,RO,Rondônia,2012,92747.0,1703642.0
1100023,Ariquemes,RO,Rondônia,2013,101269.0,1799853.0
1100023,Ariquemes,RO,Rondônia,2014,102860.0,1921532.0
1100023,Ariquemes,RO,Rondônia,2015,104401.0,2037799.0
1100023,Ariquemes,RO,Rondônia,2016,105896.0,2184346.0
1100023,Ariquemes,RO,Rondônia,2017,107345.0,2287910.0
1100023,Ariquemes,RO,Rondônia,2018,106168.0,2464704.0
1100023,Ariquemes,RO,Rondônia,2019,107863.0,2579278.0
1100023,Ariquemes,RO,Rondônia,2020,109523.0,2817331.0
1100023,Ariquemes,RO,Rondônia,2021,111148.0,3211294.0
1100023,Ariquemes,RO,Rondônia,2022,,3809355.0
1100023,Ariquemes,RO,Rondônia,2023,,4383815.0
1100023,Ariquemes,RO,Rondônia,2024,108573.0,
1100023,Ariquemes,RO,Rondônia,2025,109170.0,
1100023,Ariquemes,RO,Rondônia,2026,109731.0,
1100031,Cabixi,RO,Rondônia,2010,,69611.0
1100031,Cabixi,RO,Rondônia,2011,6221.0,77217.0
1100031,Cabixi,RO,Rondônia,2012,6132.0,99586.0
1100031,Cabixi,RO,Rondônia,2013,6495.0,96365.0
1100031,Cabixi,RO,Rondônia,2014,6424.0,113477.0
1100031,Cabixi,RO,Rondônia,2015,6355.0,116565.0
1100031,Cabixi,RO,Rondônia,2016,6289.0,133342.0
1100031,Cabixi,RO,Rondônia,2017,6224.0,138110.0
1100031,Cabixi,RO,Rondônia,2018,5438.0,140503.0
1100031,Cabixi,RO,Rondônia,2019,5312.0,139976.0
1100031,Cabixi,RO,Rondônia,2020,5188.0,167153.0
1100031,Cabixi,RO,Rondônia,2021,5067.0,238414.0
1100031,Cabixi,RO,Rondônia,2022,,289783.0
1100031,Cabixi,RO,Rondônia,2023,,300832.0
1100031,Cabixi,RO,Rondônia,2024,5690.0,
1100031,Cabixi,RO,Rondônia,2025,5664.0,
1100031,Cabixi,RO,Rondônia,2026,5640.0,
1100049,Cacoal,RO,Rondônia,2010,,1186494.0
1100049,Cacoal,RO,Rondônia,2011,78959.0,1259024.0
1100049,Cacoal,RO,Rondônia,2012,79330.0,1372705.0
1100049,Cacoal,RO,Rondônia,2013,85863.0,1433254.0
1100049,Cacoal,RO,Rondônia,2014,86556.0,1660650.0
1100049,Cacoal,RO,Rondônia,2015,87226.0,1794478.0
1100049,Cacoal,RO,Rondônia,2016,87877.0,1947283.0
1100049,Cacoal,RO,Rondônia,2017,88507.0,2082761.0
1100049,Cacoal,RO,Rondônia,2018,84813.0,2175840.0
1100049,Cacoal,RO,Rondônia,2019,85359.0,2261930.0
1100049,Cacoal,RO,Rondônia,2020,85893.0,2518845.0
1100049,Cacoal,RO,Rondônia,2021,86416.0,2792506.0
1100049,Cacoal,RO,Rondônia,2022,,3195489.0
1100049,Cacoal,RO,Rondônia,2023,,3848468.0
1100049,Cacoal,RO,Rondônia,2024,97637.0,
1100049,Cacoal,RO,Rondônia,2025,98280.0,
1100049,Cacoal,RO,Rondônia,2026,98884.0,
1100056,Cerejeiras,RO,Rondônia,2010,,222021.0
1100056,Cerejeiras,RO,Rondônia,2011,16939.0,260142.0
1100056,Cerejeiras,RO,Rondônia,2012,16852.0,357333.0
1100056,Cerejeiras,RO,Rondônia,2013,18041.0,353270.0
1100056,Cerejeiras,RO,Rondônia,2014,18013.0,392417.0
1100056,Cerejeiras,RO,Rondônia,2015,17986.0,397736.0
1100056,Cerejeiras,RO,Rondônia,2016,17959.0,408194.0
1100056,Cerejeiras,RO,Rondônia,2017,17934.0,439245.0
1100056,Cerejeiras,RO,Rondônia,2018,16444.0,470647.0
1100056,Cerejeiras,RO,Rondônia,2019,16323.0,506494.0
1100056,Cerejeiras,RO,Rondônia,2020,16204.0,600630.0
1100056,Cerejeiras,RO,Rondônia,2021,16088.0,743062.0
1100056,Cerejeiras,RO,Rondônia,2022,,903099.0
1100056,Cerejeiras,RO,Rondônia,2023,,1006389.0
1100056,Cerejeiras,RO,Rondônia,2024,16975.0,
1100056,Cerejeiras,RO,Rondônia,2025,16966.0,
1100056,Cerejeiras,RO,Rondônia,2026,16957.0,
1100064,Colorado do Oeste,RO,Rondônia,2010,,193093.0
1100064,Colorado do Oeste,RO,Rondônia,2011,18338.0,206425.0
1100064,Colorado do Oeste,RO,Rondônia,2012,18093.0,222071.0
1100064,Colorado do Oeste,RO,Rondônia,2013,19190.0,242767.0
1100064,Colorado do Oeste,RO,Rondônia,2014,19001.0,273759.0
1100064,Colorado do Oeste,RO,Rondônia,2015,18817.0,285372.0
1100064,Colorado do Oeste,RO,Rondônia,2016,18639.0,306518.0
1100064,Colorado do Oeste,RO,Rondônia,2017,18467.0,328377.0
1100064,Colorado do Oeste,RO,Rondônia,2018,16227.0,330232.0
1100064,Colorado do Oeste,RO,Rondônia,2019,15882.0,334922.0
1100064,Colorado do Oeste,RO,Rondônia,2020,15544.0,366922.0
1100064,Colorado do Oeste,RO,Rondônia,2021,15213.0,424846.0
1100064,Colorado do Oeste,RO,Rondônia,2022,,514219.0
1100064,Colorado do Oeste,RO,Rondônia,2023,,580899.0
1100064,Colorado do Oeste,RO,Rondônia,2024,16588.0,
1100064,Colorado do Oeste,RO,Rondônia,2025,16508.0,
1100064,Colorado do Oeste,RO,Rondônia,2026,16432.0,
1100072,Corumbiara,RO,Rondônia,2010,,114768.0
1100072,Corumbiara,RO,Rondônia,2011,8655.0,145412.0
1100072,Corumbiara,RO,Rondônia,2012,8530.0,175872.0
1100072,Corumbiara,RO,Rondônia,2013,9036.0,168681.0
1100072,Corumbiara,RO,Rondônia,2014,8938.0,186868.0
1100072,Corumbiara,RO,Rondônia,2015,8842.0,190906.0
1100072,Corumbiara,RO,Rondônia,2016,8749.0,236624.0
1100072,Corumbiara,RO,Rondônia,2017,8659.0,332804.0
1100072,Corumbiara,RO,Rondônia,2018,7567.0,320416.0
1100072,Corumbiara,RO,Rondônia,2019,7391.0,349289.0
1100072,Corumbiara,RO,Rondônia,2020,7220.0,268353.0
1100072,Corumbiara,RO,Rondônia,2021,7052.0,396740.0
1100072,Corumbiara,RO,Rondônia,2022,,473845.0
1100072,Corumbiara,RO,Rondônia,2023,,509566.0
1100072,Corumbiara,RO,Rondônia,2024,8001.0,
1100072,Corumbiara,RO,Rondônia,2025,7968.0,
1100072,Corumbiara,RO,Rondônia,2026,7938.0,
1100080,Costa Marques,RO,Rondônia,2010,,107583.0
1100080,Costa Marques,RO,Rondônia,2011,14023.0,120018.0
1100080,Costa Marques,RO,Rondônia,2012,14355.0,134091.0
1100080,Costa Marques,RO,Rondônia,2013,15853.0,149739.0
1100080,Costa Marques,RO,Rondônia,2014,16258.0,168605.0
1100080,Costa Marques,RO,Rondônia,2015,16651.0,187170.0
1100080,Costa Marques,RO,Rondônia,2016,17031.0,206101.0
1100080,Costa Marques,RO,Rondônia,2017,17400.0,212879.0
1100080,Costa Marques,RO,Rondônia,2018,17855.0,230151.0
1100080,Costa Marques,RO,Rondônia,2019,18331.0,238796.0
1100080,Costa Marques,RO,Rondônia,2020,18798.0,261944.0
1100080,Costa Marques,RO,Rondônia,2021,19255.0,316672.0
1100080,Costa Marques,RO,Rondônia,2022,,349796.0
1100080,Costa Marques,RO,Rondônia,2023,,413943.0
1100080,Costa Marques,RO,Rondônia,2024,13522.0,
1100080,Costa Marques,RO,Rondônia,2025,13510.0,
1100080,Costa Marques,RO,Rondônia,2026,13499.0,
1100098,Espigão D'Oeste,RO,Rondônia,2010,,311788.0
1100098,Espigão D'Oeste,RO,Rondônia,2011,28963.0,347581.0
1100098,Espigão D'Oeste,RO,Rondônia,2012,29189.0,376177.0
1100098,Espigão D'Oeste,RO,Rondônia,2013,31699.0,426546.0
1100098,Espigão D'Oeste,RO,Rondônia,2014,32047.0,462389.0
1100098,Espigão D'Oeste,RO,Rondônia,2015,32385.0,483962.0
1100098,Espigão D'Oeste,RO,Rondônia,2016,32712.0,543318.0
1100098,Espigão D'Oeste,RO,Rondônia,2017,33030.0,566361.0
1100098,Espigão D'Oeste,RO,Rondônia,2018,32047.0,606072.0
1100098,Espigão D'Oeste,RO,Rondônia,2019,32374.0,624787.0
1100098,Espigão D'Oeste,RO,Rondônia,2020,32695.0,666321.0
1100098,Espigão D'Oeste,RO,Rondônia,2021,33009.0,773372.0
1100098,Espigão D'Oeste,RO,Rondônia,2022,,921382.0
1100098,Espigão D'Oeste,RO,Rondônia,2023,,1023973.0
1100098,Espigão D'Oeste,RO,Rondônia,2024,32717.0,
1100098,Espigão D'Oeste,RO,Rondônia,2025,32842.0,
1100098,Espigão D'Oeste,RO,Rondônia,2026,32960.0,
1100106,Guajará-Mirim,RO,Rondônia,2010,,598167.0
1100106,Guajará-Mirim,RO,Rondônia,2011,41934.0,715386.0
1100106,Guajará-Mirim,RO,Rondônia,2012,42202.0,516172.0
1100106,Guajará-Mirim,RO,Rondônia,2013,45761.0,605131.0
1100106,Guajará-Mirim,RO,Rondônia,2014,46203.0,646154.0
1100106,Guajará-Mirim,RO,Rondônia,2015,46632.0,682458.0
1100106,Guajará-Mirim,RO,Rondônia,2016,47048.0,740352.0
1100106,Guajará-Mirim,RO,Rondônia,2017,47451.0,775195.0
1100106,Guajará-Mirim,RO,Rondônia,2018,45783.0,837459.0
1100106,Guajará-Mirim,RO,Rondônia,2019,46174.0,892778.0
1100106,Guajará-Mirim,RO,Rondônia,2020,46556.0,984614.0
1100106,Guajará-Mirim,RO,Rondônia,2021,46930.0,1054255.0
1100106,Guajará-Mirim,RO,Rondônia,2022,,1057883.0
1100106,Guajará-Mirim,RO,Rondônia,2023,,1145034.0
1100106,Guajará-Mirim,RO,Rondônia,2024,43553.0,
1100106,Guajará-Mirim,RO,Rondônia,2025,43594.0,
1100106,Guajará-Mirim,RO,Rondônia,2026,43633.0,
1100114,Jaru,RO,Rondônia,2010,,797296.0
1100114,Jaru,RO,Rondônia,2011,51883.0,861623.0
1100114,Jaru,RO,Rondônia,2012,51765.0,1004964.0
1100114,Jaru,RO,Rondônia,2013,55597.0,1070429.0
1100114,Jaru,RO,Rondônia,2014,55669.0,1130660.0
1100114,Jaru,RO,Rondônia,2015,55738.0,1207965.0
1100114,Jaru,RO,Rondônia,2016,55806.0,1313922.0
1100114,Jaru,RO,Rondônia,2017,55871.0,1354733.0
1100114,Jaru,RO,Rondônia,2018,51933.0,1484555.0
1100114,Jaru,RO,Rondônia,2019,51775.0,1500855.0
1100114,Jaru,RO,Rondônia,2020,51620.0,1665151.0
1100114,Jaru,RO,Rondônia,2021,51469.0,1764718.0
1100114,Jaru,RO,Rondônia,2022,,2113515.0
1100114,Jaru,RO,Rondônia,2023,,2515558.0
1100114,Jaru,RO,Rondônia,2024,55583.0,
1100114,Jaru,RO,Rondônia,2025,55682.0,
1100114,Jaru,RO,Rondônia,2026,55774.0,
1100122,Ji-Paraná,RO,Rondônia,2010,,1855359.0
1100122,Ji-Paraná,RO,Rondônia,2011,117363.0,2056220.0
1100122,Ji-Paraná,RO,Rondônia,2012,118092.0,2318729.0
1100122,Ji-Paraná,RO,Rondônia,2013,128026.0,2374801.0
1100122,Ji-Paraná,RO,Rondônia,2014,129242.0,2651246.0
1100122,Ji-Paraná,RO,Rondônia,2015,130419.0,2755755.0
1100122,Ji-Paraná,RO,Rondônia,2016,131560.0,2985775.0
1100122,Ji-Paraná,RO,Rondônia,2017,132667.0,3062162.0
1100122,Ji-Paraná,RO,Rondônia,2018,127907.0,3466810.0
1100122,Ji-Paraná,RO,Rondônia,2019,128969.0,3783206.0
1100122,Ji-Paraná,RO,Rondônia,2020,130009.0,4057176.0
1100122,Ji-Paraná,RO,Rondônia,2021,131026.0,4230355.0
1100122,Ji-Paraná,RO,Rondônia,2022,,4934532.0
1100122,Ji-Paraná,RO,Rondônia,2023,,5824472.0
1100122,Ji-Paraná,RO,Rondônia,2024,139359.0,
1100122,Ji-Paraná,RO,Rondônia,2025,140101.0,
1100122,Ji-Paraná,RO,Rondônia,2026,140800.0,
1100130,Machadinho D'Oeste,RO,Rondônia,2010,,272201.0
1100130,Machadinho D'Oeste,RO,Rondônia,2011,31780.0,301792.0
1100130,Machadinho D'Oeste,RO,Rondônia,2012,32403.0,353071.0
1100130,Machadinho D'Oeste,RO,Rondônia,2013,35633.0,396658.0
1100130,Machadinho D'Oeste,RO,Rondônia,2014,36412.0,424790.0
1100130,Machadinho D'Oeste,RO,Rondônia,2015,37167.0,451940.0
1100130,Machadinho D'Oeste,RO,Rondônia,2016,37899.0,512904.0
1100130,Machadinho D'Oeste,RO,Rondônia,2017,38609.0,587758.0
1100130,Machadinho D'Oeste,RO,Rondônia,2018,39097.0,642283.0
1100130,Machadinho D'Oeste,RO,Rondônia,2019,39991.0,632997.0
1100130,Machadinho D'Oeste,RO,Rondônia,2020,40867.0,700188.0
1100130,Machadinho D'Oeste,RO,Rondônia,2021,41724.0,890319.0
1100130,Machadinho D'Oeste,RO,Rondônia,2022,,909027.0
1100130,Machadinho D'Oeste,RO,Rondônia,2023,,1055806.0
1100130,Machadinho D'Oeste,RO,Rondônia,2024,34063.0,
1100130,Machadinho D'Oeste,RO,Rondônia,2025,34149.0,
1100130,Machadinho D'Oeste,RO,Rondônia,2026,34229.0,
1100148,Nova Brasilândia D'Oeste,RO,Rondônia,2010,,173651.0
1100148,Nova Brasilândia D'Oeste,RO,Rondônia,2011,19883.0,188992.0
1100148,Nova Brasilândia D'Oeste,RO,Rondônia,2012,19891.0,215982.0
1100148,Nova Brasilândia D'Oeste,RO,Rondônia,2013,21427.0,230676.0
1100148,Nova Brasilândia D'Oeste,RO,Rondônia,2014,21511.0,257255.0
1100148,Nova Brasilândia D'Oeste,RO,Rondônia,2015,21592.0,272574.0
1100148,Nova Brasilândia D'Oeste,RO,Rondônia,2016,21670.0,307760.0
1100148,Nova Brasilândia D'Oeste,RO,Rondônia,2017,21747.0,345425.0
1100148,Nova Brasilândia D'Oeste,RO,Rondônia,2018,20459.0,345779.0
1100148,Nova Brasilândia D'Oeste,RO,Rondônia,2019,20474.0,359625.0
1100148,Nova Brasilândia D'Oeste,RO,Rondônia,2020,20489.0,403373.0
1100148,Nova Brasilândia D'Oeste,RO,Rondônia,2021,20504.0,549853.0
1100148,Nova Brasilândia D'Oeste,RO,Rondônia,2022,,641839.0
1100148,Nova Brasilândia D'Oeste,RO,Rondônia,2023,,731952.0
1100148,Nova Brasilândia D'Oeste,RO,Rondônia,2024,16504.0,
1100148,Nova Brasilândia D'Oeste,RO,Rondônia,2025,16374.0,
1100148,Nova Brasilândia D'Oeste,RO,Rondônia,2026,16251.0,
1100155,Ouro Preto do Oeste,RO,Rondônia,2010,,477501.0
1100155,Ouro Preto do Oeste,RO,Rondônia,2011,37702.0,507790.0
1100155,Ouro Preto do Oeste,RO,Rondônia,2012,37482.0,527990.0
1100155,Ouro Preto do Oeste,RO,Rondônia,2013,40099.0,556443.0
1100155,Ouro Preto do Oeste,RO,Rondônia,2014,40010.0,600734.0
1100155,Ouro Preto do Oeste,RO,Rondônia,2015,39924.0,633050.0
1100155,Ouro Preto do Oeste,RO,Rondônia,2016,39840.0,711121.0
1100155,Ouro Preto do Oeste,RO,Rondônia,2017,39759.0,762112.0
1100155,Ouro Preto do Oeste,RO,Rondônia,2018,36340.0,807497.0
1100155,Ouro Preto do Oeste,RO,Rondônia,2019,36035.0,834959.0
1100155,Ouro Preto do Oeste,RO,Rondônia,2020,35737.0,885132.0
1100155,Ouro Preto do Oeste,RO,Rondônia,2021,35445.0,986046.0
1100155,Ouro Preto do Oeste,RO,Rondônia,2022,,1089382.0
1100155,Ouro Preto do Oeste,RO,Rondônia,2023,,1275479.0
1100155,Ouro Preto do Oeste,RO,Rondônia,2024,38681.0,
1100155,Ouro Preto do Oeste,RO,Rondônia,2025,38684.0,
1100155,Ouro Preto do Oeste,RO,Rondônia,2026,38686.0,
1100189,Pimenta Bueno,RO,Rondônia,2010,,540862.0
1100189,Pimenta Bueno,RO,Rondônia,2011,33981.0,602732.0
1100189,Pimenta Bueno,RO,Rondônia,2012,34135.0,687732.0
1100189,Pimenta Bueno,RO,Rondônia,2013,36939.0,755542.0
1100189,Pimenta Bueno,RO,Rondônia,2014,37230.0,837925.0
1100189,Pimenta Bueno,RO,Rondônia,2015,37512.0,906443.0
1100189,Pimenta Bueno,RO,Rondônia,2016,37786.0,1000682.0
1100189,Pimenta Bueno,RO,Rondônia,2017,38051.0,1050682.0
1100189,Pimenta Bueno,RO,Rondônia,2018,36434.0,1129770.0
1100189,Pimenta Bueno,RO,Rondônia,2019,36660.0,1164694.0
1100189,Pimenta Bueno,RO,Rondônia,2020,36881.0,1361160.0
1100189,Pimenta Bueno,RO,Rondônia,2021,37098.0,1642621.0
1100189,Pimenta Bueno,RO,Rondônia,2022,,1714400.0
1100189,Pimenta Bueno,RO,Rondônia,2023,,2124340.0
1100189,Pimenta Bueno,RO,Rondônia,2024,39053.0,
1100189,Pimenta Bueno,RO,Rondônia,2025,39220.0,
1100189,Pimenta Bueno,RO,Rondônia,2026,39377.0,
1100205,Porto Velho,RO,Rondônia,2010,,9093824.0
1100205,Porto Velho,RO,Rondônia,2011,435732.0,11139255.0
1100205,Porto Velho,RO,Rondônia,2012,442701.0,11970877.0
1100205,Porto Velho,RO,Rondônia,2013,484992.0,11699707.0
1100205,Porto Velho,RO,Rondônia,2014,494013.0,12793026.0
1100205,Porto Velho,RO,Rondônia,2015,502748.0,13970352.0
1100205,Porto Velho,RO,Rondônia,2016,511219.0,14751261.0
1100205,Porto Velho,RO,Rondônia,2017,519436.0,16974627.0
1100205,Porto Velho,RO,Rondônia,2018,519531.0,16655670.0
1100205,Porto Velho,RO,Rondônia,2019,529544.0,17906443.0
1100205,Porto Velho,RO,Rondônia,2020,539354.0,19446740.0
1100205,Porto Velho,RO,Rondônia,2021,548952.0,20056138.0
1100205,Porto Velho,RO,Rondônia,2022,,22537533.0
1100205,Porto Velho,RO,Rondônia,2023,,25402193.0
1100205,Porto Velho,RO,Rondônia,2024,514873.0,
1100205,Porto Velho,RO,Rondônia,2025,517709.0,
1100205,Porto Velho,RO,Rondônia,2026,520379.0,
1100254,Presidente Médici,RO,Rondônia,2010,,235589.0
1100254,Presidente Médici,RO,Rondônia,2011,22009.0,250510.0
1100254,Presidente Médici,RO,Rondônia,2012,21709.0,278269.0
1100254,Presidente Médici,RO,Rondônia,2013,23017.0,292636.0
1100254,Presidente Médici,RO,Rondônia,2014,22783.0,334713.0
1100254,Presidente Médici,RO,Rondônia,2015,22557.0,359302.0
1100254,Presidente Médici,RO,Rondônia,2016,22337.0,388308.0
1100254,Presidente Médici,RO,Rondônia,2017,22124.0,410136.0
1100254,Presidente Médici,RO,Rondônia,2018,19409.0,418683.0
1100254,Presidente Médici,RO,Rondônia,2019,18986.0,427885.0
1100254,Presidente Médici,RO,Rondônia,2020,18571.0,464090.0
1100254,Presidente Médici,RO,Rondônia,2021,18165.0,560210.0
1100254,Presidente Médici,RO,Rondônia,2022,,653357.0
1100254,Presidente Médici,RO,Rondônia,2023,,776281.0
1100254,Presidente Médici,RO,Rondônia,2024,20518.0,
1100254,Presidente Médici,RO,Rondônia,2025,20443.0,
1100254,Presidente Médici,RO,Rondônia,2026,20372.0,
1100262,Rio Crespo,RO,Rondônia,2010,,41934.0
1100262,Rio Crespo,RO,Rondônia,2011,3346.0,48230.0
1100262,Rio Crespo,RO,Rondônia,2012,3374.0,56106.0
1100262,Rio Crespo,RO,Rondônia,2013,3666.0,63732.0
1100262,Rio Crespo,RO,Rondônia,2014,3709.0,74698.0
1100262,Rio Crespo,RO,Rondônia,2015,3750.0,78522.0
1100262,Rio Crespo,RO,Rondônia,2016,3790.0,90904.0
1100262,Rio Crespo,RO,Rondônia,2017,3829.0,105272.0
1100262,Rio Crespo,RO,Rondônia,2018,3723.0,102476.0
1100262,Rio Crespo,RO,Rondônia,2019,3764.0,111100.0
1100262,Rio Crespo,RO,Rondônia,2020,3804.0,133557.0
1100262,Rio Crespo,RO,Rondônia,2021,3843.0,184428.0
1100262,Rio Crespo,RO,Rondônia,2022,,265661.0
1100262,Rio Crespo,RO,Rondônia,2023,,265160.0
1100262,Rio Crespo,RO,Rondônia,2024,3753.0,
1100262,Rio Crespo,RO,Rondônia,2025,3767.0,
1100262,Rio Crespo,RO,Rondônia,2026,3781.0,
1100288,Rolim de Moura,RO,Rondônia,2010,,627848.0
1100288,Rolim de Moura,RO,Rondônia,2011,50899.0,756305.0
1100288,Rolim de Moura,RO,Rondônia,2012,51142.0,845500.0
1100288,Rolim de Moura,RO,Rondônia,2013,55357.0,926089.0
1100288,Rolim de Moura,RO,Rondônia,2014,55807.0,1024962.0
1100288,Rolim de Moura,RO,Rondônia,2015,56242.0,1082400.0
1100288,Rolim de Moura,RO,Rondônia,2016,56664.0,1197691.0
1100288,Rolim de Moura,RO,Rondônia,2017,57074.0,1304503.0
1100288,Rolim de Moura,RO,Rondônia,2018,54702.0,1291476.0
1100288,Rolim de Moura,RO,Rondônia,2019,55058.0,1281314.0
1100288,Rolim de Moura,RO,Rondônia,2020,55407.0,1403499.0
1100288,Rolim de Moura,RO,Rondônia,2021,55748.0,1565241.0
1100288,Rolim de Moura,RO,Rondônia,2022,,1906485.0
1100288,Rolim de Moura,RO,Rondônia,2023,,2287631.0
1100288,Rolim de Moura,RO,Rondônia,2024,62559.0,
1100288,Rolim de Moura,RO,Rondônia,2025,62959.0,
1100288,Rolim de Moura,RO,Rondônia,2026,63336.0,
1100296,Santa Luzia D'Oeste,RO,Rondônia,2010,,98818.0
1100296,Santa Luzia D'Oeste,RO,Rondônia,2011,8678.0,109366.0
1100296,Santa Luzia D'Oeste,RO,Rondônia,2012,8476.0,122449.0
1100296,Santa Luzia D'Oeste,RO,Rondônia,2013,8887.0,125662.0
1100296,Santa Luzia D'Oeste,RO,Rondônia,2014,8706.0,132906.0
1100296,Santa Luzia D'Oeste,RO,Rondônia,2015,8532.0,135949.0
1100296,Santa Luzia D'Oeste,RO,Rondônia,2016,8362.0,149255.0
1100296,Santa Luzia D'Oeste,RO,Rondônia,2017,8198.0,153096.0
1100296,Santa Luzia D'Oeste,RO,Rondônia,2018,6781.0,146269.0
1100296,Santa Luzia D'Oeste,RO,Rondônia,2019,6495.0,142638.0
1100296,Santa Luzia D'Oeste,RO,Rondônia,2020,6216.0,156765.0
1100296,Santa Luzia D'Oeste,RO,Rondônia,2021,5942.0,213590.0
1100296,Santa Luzia D'Oeste,RO,Rondônia,2022,,262243.0
1100296,Santa Luzia D'Oeste,RO,Rondônia,2023,,291887.0
1100296,Santa Luzia D'Oeste,RO,Rondônia,2024,7877.0,
1100296,Santa Luzia D'Oeste,RO,Rondônia,2025,7837.0,
1100296,Santa Luzia D'Oeste,RO,Rondônia,2026,7798.0,
1100304,Vilhena,RO,Rondônia,2010,,1447187.0
1100304,Vilhena,RO,Rondônia,2011,77937.0,1491477.0
1100304,Vilhena,RO,Rondônia,2012,79616.0,1797976.0
1100304,Vilhena,RO,Rondônia,2013,87727.0,2011515.0
1100304,Vilhena,RO,Rondônia,2014,89797.0,2124668.0
1100304,Vilhena,RO,Rondônia,2015,91801.0,2185475.0
1100304,Vilhena,RO,Rondônia,2016,93745.0,2421840.0
1100304,Vilhena,RO,Rondônia,2017,95630.0,2523712.0
1100304,Vilhena,RO,Rondônia,2018,97448.0,2720979.0
1100304,Vilhena,RO,Rondônia,2019,99854.0,2832738.0
1100304,Vilhena,RO,Rondônia,2020,102211.0,3152560.0
1100304,Vilhena,RO,Rondônia,2021,104517.0,4215442.0
1100304,Vilhena,RO,Rondônia,2022,,4515120.0
1100304,Vilhena,RO,Rondônia,2023,,5115785.0
1100304,Vilhena,RO,Rondônia,2024,108528.0,
1100304,Vilhena,RO,Rondônia,2025,109651.0,
1100304,Vilhena,RO,Rondônia,2026,110708.0,
1100320,São Miguel do Guaporé,RO,Rondônia,2010,,324476.0
1100320,São Miguel do Guaporé,RO,Rondônia,2011,21879.0,311271.0
1100320,São Miguel do Guaporé,RO,Rondônia,2012,21927.0,333933.0
1100320,São Miguel do Guaporé,RO,Rondônia,2013,23668.0,395408.0
1100320,São Miguel do Guaporé,RO,Rondônia,2014,23803.0,411122.0
1100320,São Miguel do Guaporé,RO,Rondônia,2015,23933.0,454048.0
1100320,São Miguel do Guaporé,RO,Rondônia,2016,24059.0,514606.0
1100320,São Miguel do Guaporé,RO,Rondônia,2017,24181.0,633099.0
1100320,São Miguel do Guaporé,RO,Rondônia,2018,22931.0,704874.0
1100320,São Miguel do Guaporé,RO,Rondônia,2019,23005.0,616830.0
1100320,São Miguel do Guaporé,RO,Rondônia,2020,23077.0,730643.0
1100320,São Miguel do Guaporé,RO,Rondônia,2021,23147.0,905341.0
1100320,São Miguel do Guaporé,RO,Rondônia,2022,,1383948.0
1100320,São Miguel do Guaporé,RO,Rondônia,2023,,1549192.0
1100320,São Miguel do Guaporé,RO,Rondônia,2024,22267.0,
1100320,São Miguel do Guaporé,RO,Rondônia,2025,22305.0,
1100320,São Miguel do Guaporé,RO,Rondônia,2026,22343.0,
1100338,Nova Mamoré,RO,Rondônia,2010,,218431.0
1100338,Nova Mamoré,RO,Rondônia,2011,23143.0,249369.0
1100338,Nova Mamoré,RO,Rondônia,2012,23719.0,277775.0
1100338,Nova Mamoré,RO,Rondônia,2013,26227.0,308322.0
1100338,Nova Mamoré,RO,Rondônia,2014,26925.0,341402.0
1100338,Nova Mamoré,RO,Rondônia,2015,27600.0,379824.0
1100338,Nova Mamoré,RO,Rondônia,2016,28255.0,419534.0
1100338,Nova Mamoré,RO,Rondônia,2017,28891.0,463144.0
1100338,Nova Mamoré,RO,Rondônia,2018,29757.0,508409.0
1100338,Nova Mamoré,RO,Rondônia,2019,30583.0,529243.0
1100338,Nova Mamoré,RO,Rondônia,2020,31392.0,601843.0
1100338,Nova Mamoré,RO,Rondônia,2021,32184.0,742686.0
1100338,Nova Mamoré,RO,Rondônia,2022,,928842.0
1100338,Nova Mamoré,RO,Rondônia,2023,,1060566.0
1100338,Nova Mamoré,RO,Rondônia,2024,28496.0,
1100338,Nova Mamoré,RO,Rondônia,2025,28701.0,
1100338,Nova Mamoré,RO,Rondônia,2026,28894.0,
